,artist,track_name,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,album,track_id
329,Radiohead,Weird Fishes/ Arpeggi,0.531,0.61,-8.025,0.0387,0.772,0.756,0.0908,0.199,152.958,In Rainbows,4wajJ1o7jWIg62YqpkHC7S
330,Daft Punk,"Harder, Better, Faster, Stronger",0.817,0.716,-8.898,0.144,0.0427,0.00263,0.358,0.692,123.474,Discovery,5W3cjX2J3tjhG8zb6u0qHn
331,La Roux,Bulletproof,0.674,0.882,-2.771,0.0477,0.000441,6.47e-05,0.068,0.682,123.016,La Roux,3kMrazSvILsgcwtidZd1Qd
332,Kaiser Chiefs,Ruby,0.451,0.939,-2.82,0.0512,0.00673,4.85e-06,0.0774,0.448,93.416,"Yours Truly, Angry Mob",2fAIfPLrPUTW1AmJRR428Q
333,Fleet Foxes,White Winter Hymnal,0.628,0.5,-9.66,0.0268,0.44,0.0,0.244,0.68,124.932,Fleet Foxes,0GegHVxeozw3rdjte45Bfx
334,Florence + The Machine,Dog Days Are Over,0.492,0.81,-5.315,0.0847,0.0416,0.00379,0.117,0.245,149.954,Lungs (Deluxe Edition),1YLJVmuzeM2YSUkCCaTNUB
335,Band of Horses,The Funeral,0.319,0.757,-6.117,0.0432,0.016,0.0,0.102,0.101,122.465,Everything All The Time,5lRzWDEe7UuedU2QPsFg0K
336,MGMT,Time to Pretend,0.438,0.94,-3.249,0.0452,8.74e-05,0.0777,0.3,0.421,100.99,Oracular Spectacular,4iG2gAwKXsOcijVaVXzRPW
337,Grizzly Bear,Two Weeks,0.537,0.712,-5.597,0.0286,0.289,0.00568,0.08,0.704,159.871,Veckatimest,0iTpQYzJnYgh7kIxyq8A2O
338,The Shins,New Slang - 2021 Remaster,0.67,0.403,-10.623,0.031,0.753,0.0903,0.0858,0.622,129.984,"Oh, Inverted World (20th Anniversary Remaster)",0NslHuacjxQYfUTOW3HCIV
339,Daft Punk,Something About Us,0.875,0.475,-12.673,0.0986,0.44,0.72,0.046,0.384,99.958,Discovery,1NeLwFETswx8Fzxl2AFl91
340,The Raconteurs,"Steady, As She Goes",0.525,0.578,-4.563,0.12,0.0132,0.00916,0.108,0.537,123.696,Broken Boy Soldiers,4xlEKYv7HmC8zXoJIbpZKM
341,The Dandy Warhols,Bohemian Like You,0.584,0.931,-6.158,0.0344,0.00315,0.772,0.133,0.694,131.275,Thirteen Tales From Urban Bohemia,0yEhNqCwEfy8LHUmnZoHpP
342,Travis,Sing,0.33,0.905,-5.047,0.0497,0.000233,8.14e-06,0.0712,0.259,163.142,The Invisible Band,4yA2SM7XCLkSgkBUSoZb5S
343,Edward Sharpe & The Magnetic Zeros,Home - 2019 - Remaster,0.53,0.634,-5.759,0.0311,0.249,0.000622,0.0979,0.106,111.615,Up From Below (10th Anniversary Edition) [2019 - Remaster],7KWGfnsUU4Ri46TIvjpAPx
344,Yeah Yeah Yeahs,Maps,0.502,0.941,-5.194,0.0716,0.000346,0.319,0.553,0.124,119.783,Fever To Tell (Deluxe Remastered),0hDQV9X1Da5JrwhK8gu86p
345,Crystal Castles,Crimewave,0.746,0.691,-7.533,0.0403,0.184,0.0259,0.205,0.888,119.982,Crystal Castles,3TjliM0xQ3fkza0RpINRrq
346,Phoenix,1901,0.59,0.829,-5.649,0.0419,0.0601,3.99e-05,0.19,0.704,144.099,Wolfgang Amadeus Phoenix,1Ug5wxoHthwxctyWTUMGta
347,Vampire Weekend,A-Punk,0.551,0.819,-4.489,0.0525,0.0103,0.0437,0.153,0.846,174.917,Vampire Weekend,3AydAydLzyyZutA0375XIz
348,Queens of the Stone Age,No One Knows,0.507,0.588,-4.881,0.0641,0.0359,0.000129,0.373,0.637,170.889,Songs For The Deaf,6NvRxjfYkkT2SpirAlmsjH
349,The White Stripes,Blue Orchid,0.481,0.645,-8.535,0.318,0.0863,6.2e-06,0.332,0.612,151.307,Get Behind Me Satan,4jU7NPkz4HVnM4hweqNhI1
350,The Strokes,Someday,0.539,0.521,-7.46,0.0299,0.00425,0.0,0.367,0.679,106.035,Is This It,7hm4HTk9encxT0LYC0J6oI
351,Klaxons,Golden Skans,0.463,0.836,-2.776,0.0381,0.000418,7.38e-06,0.25,0.713,141.955,Myths Of The Near Future,6BqWhxll86CGGE6WxgdRqG
352,Radiohead,Everything In Its Right Place,0.296,0.463,-11.412,0.0449,0.705,0.0482,0.0954,0.0629,123.943,Kid A,2kRFrWaLWiKq48YYVdGcm8
353,Passion Pit,Sleepyhead,0.568,0.719,-5.406,0.0354,0.0892,1.84e-06,0.233,0.539,106.036,Manners,4prEPl61C8qZpeo3IkYSMl
354,The Postal Service,Such Great Heights - Remastered,0.644,0.808,-7.268,0.0513,0.0467,0.187,0.0652,0.175,174.98,Give Up (Deluxe 10th Anniversary Edition),4G21jWo0Cm6lOIUNnZ2mUI
355,The Shins,Australia,0.416,0.827,-5.177,0.0384,0.00428,0.000242,0.277,0.87,169.902,Wincing The Night Away,47TQjzeG4KI0XWWb0wkbri
356,The Temper Trap,Sweet Disposition,0.531,0.821,-6.812,0.0439,0.0701,0.171,0.124,0.34,129.139,Conditions,5RoIXwyTCdyUjpMMkk4uPd
357,The Strokes,Last Nite,0.624,0.899,-5.709,0.0296,0.0221,0.000137,0.0975,0.79,104.061,Is This It,3SUusuA9jH1v6PVwtYMbdv
358,The White Stripes,Icky Thump,0.417,0.63,-7.24,0.0898,0.0209,0.0134,0.0543,0.341,94.214,Icky Thump,2LMq1O0NiqGhPOlXo3McYQ
359,Cold War Kids,Hang Me Up To Dry,0.509,0.922,-2.823,0.031,0.0219,0.00117,0.496,0.645,92.5,Robbers & Cowards,3IXRdLsQib8m0hBbQpe7T8
360,The Coral,Dreaming of You,0.441,0.684,-7.495,0.031,0.374,0.000848,0.108,0.971,199.001,The Coral,6ebxt3Iylxe0GcEuUGlIvb
